age,income,education_level,marital_status,weekly_hours,children,housing_status,credit_score
,56954.99857521323,Master,Divorced,57,2.0,Own,778.2992247432137
40.0,55410.18763539494,High School,Divorced,59,,Other,746.8110410006539
54.0,50511.97972267367,,Married,48,4.0,Other,598.0761843009294
33.0,61798.10040475879,High School,Divorced,43,3.0,Own,376.17483758393763
,6294.913369325419,High School,Divorced,24,,Other,375.6403952804644
25.0,38737.920423683885,Bachelor,Single,45,,Other,454.8632597483554
42.0,48595.81386074828,Master,Divorced,33,,Rent,384.3317276359892
35.0,60568.02198653764,High School,Single,58,,Own,626.1406301181806
42.0,72346.47710102849,Master,Married,48,2.0,Other,581.5465296465052
29.0,36723.50437749289,Bachelor,Single,25,,Other,367.7276338194165
32.0,71856.17938304851,Master,Married,26,4.0,Own,529.0234265332263
43.0,43211.57496197955,High School,Married,56,,Rent,70.1127037383776
58.0,48051.35325528971,Bachelor,Married,37,1.0,Own,667.8440958650156
62.0,58721.4877819642,PhD,Married,42,3.0,Rent,743.3451209761142
43.0,46951.458810398406,Bachelor,Married,57,2.0,Other,417.6379772386008
64.0,66651.76409999476,High School,Single,20,2.0,Rent,442.72480462692886
49.0,43930.93782330285,High School,Married,23,,Rent,651.5777475922507
27.0,44156.97513079499,High School,Divorced,54,0.0,Own,621.2532278339141
33.0,65779.69931313998,Bachelor,Divorced,42,,Other,754.6236712163363
24.0,38553.13417598513,Master,Married,46,,Own,444.66406598727576
34.0,53733.9364297499,High School,Divorced,45,,Own,467.8885325455526
40.0,25092.759984592638,,Single,27,0.0,Other,555.8603033087355
43.0,77294.59028091785,Bachelor,Single,35,3.0,Own,386.775575090928
38.0,68098.27904355162,Bachelor,Married,22,0.0,Own,551.5041891692214
39.0,91251.60799371132,Bachelor,Married,51,,Rent,390.04536834787206
24.0,70075.45597169577,Master,Married,24,1.0,Own,683.5140435134733
31.0,33055.24655599278,High School,Divorced,39,,Other,412.9388089639199
32.0,60029.74790240888,Master,Divorced,33,2.0,Own,650.5785492320039
24.0,36229.86856667293,High School,Single,51,,Rent,891.3232475696075
26.0,73670.56260579647,High School,Divorced,45,2.0,Own,685.6448353413689
68.0,33482.89568033641,High School,Single,25,,Own,635.1772111521734
65.0,32762.676736403035,High School,Divorced,55,2.0,Own,327.27199835348114
25.0,25852.8281945497,,Single,59,3.0,Rent,877.8069065636212
67.0,42674.30268105498,High School,Married,24,,Other,823.1456444038108
40.0,39657.832628246426,Master,Divorced,32,4.0,Other,568.7309465956434
46.0,31075.26341241102,,Single,51,3.0,Rent,523.1765988215748
35.0,79847.13656365286,Master,Divorced,35,,Rent,437.2039690629739
48.0,57948.210445799676,High School,Married,20,4.0,Own,1915.7507774863284
47.0,56183.518097850676,PhD,Single,32,,Other,1513.5858295664968
69.0,73837.4662887189,Master,Divorced,30,3.0,Rent,448.31844172798657
56.0,53843.86688064402,High School,Divorced,27,3.0,Other,819.8539300944144
52.0,38769.796977422906,Master,Married,44,1.0,Own,867.8297350315083
35.0,24496.853862235148,Bachelor,Married,59,,Rent,595.7574050166575
59.0,37924.13911484895,Master,Single,51,,Other,531.1305292659058
56.0,72581.23400762693,Bachelor,Divorced,43,,Other,401.3833094325692
34.0,31169.9582647076,Bachelor,Divorced,47,2.0,Own,741.4857068445874
31.0,55296.90856996815,Master,Married,33,0.0,Rent,514.5848522846859
48.0,65508.87714628337,Bachelor,Married,22,,Other,506.31521070256855
41.0,54280.172606648775,High School,Single,55,0.0,Own,597.6941980716136
52.0,55984.74993185875,Master,Divorced,46,,Other,436.3985228555222
61.0,59834.0586931014,High School,Divorced,39,3.0,Own,905.6846602606297
62.0,55689.213077339744,Bachelor,Single,34,4.0,Other,793.5823580196128
51.0,74136.11258709923,High School,Single,46,1.0,Other,615.3114687886832
20.0,34395.62407658584,,Married,47,,Own,429.7506776726718
54.0,53606.373152581786,PhD,Married,44,,Rent,440.54833852802176
60.0,22726.393490042785,High School,Single,52,4.0,Own,431.7282606655539
57.0,18893.80719220194,High School,Single,33,,Rent,353.86055482841016
43.0,48774.934537220244,Bachelor,Divorced,27,4.0,Other,664.5371907479192
40.0,58150.693534171354,Master,Single,33,,Other,471.51244794366187
61.0,74460.01665856347,Bachelor,Single,20,1.0,Own,460.0897673627725
56.0,86296.87599515694,High School,Divorced,35,,Own,437.2126194603147
32.0,69797.91005998221,PhD,Single,37,,Rent,800.715718165546
66.0,60907.486165970426,Bachelor,Married,26,4.0,Rent,448.2850999514485
21.0,52399.47283660723,,Married,34,,Rent,853.808897000323
46.0,27031.579052249337,,Divorced,43,1.0,Own,542.4612422530302
,47809.45091387303,Bachelor,Single,32,,Other,350.9838424183045
42.0,69355.6512688734,High School,Married,28,,Own,693.8535605007268
30.0,63474.22784042061,High School,Married,34,,Other,777.4552379915167
35.0,30704.987799755774,Master,Married,54,,Own,428.39333934112034
50.0,59210.3847088772,High School,Married,43,,Own,612.6481028927527
33.0,57925.892178015805,Master,Single,52,,Rent,663.6925676299255
62.0,55248.35180172106,High School,Single,35,,Other,619.1267704446209
59.0,49582.16666933998,Master,Single,27,1.0,Own,254.18557262357731
61.0,59983.759504162896,Master,Single,48,,Own,388.16203644170656
19.0,60459.69558368598,High School,Married,42,,Other,549.7766281195851
52.0,40378.11851852892,Bachelor,Divorced,50,,Own,478.86402527790256
59.0,56825.210920731435,High School,Divorced,59,,Other,246.98341873538317
51.0,47159.072888791794,Master,Married,33,1.0,Rent,298.6181051732015
47.0,27691.491983806354,Master,Married,49,,Rent,643.1807741052455
30.0,41575.89447442754,Bachelor,Divorced,58,,Other,584.5900175747994
,26544.654719818624,Bachelor,Divorced,46,,Rent,777.4890038239257
35.0,64701.40302605157,High School,Married,35,3.0,Other,826.0568683059729
49.0,55338.34066331479,Master,Married,25,3.0,Own,550.9792822868338
49.0,44667.64083191082,High School,Single,52,3.0,Own,789.7299792820206
52.0,71307.82014932972,High School,Single,37,,Other,487.6307774164466
56.0,51019.8636137175,,Divorced,35,2.0,Own,570.0220299895366
63.0,28531.658660496883,High School,Married,31,,Rent,564.3030145997745
69.0,43407.82189724284,Master,Divorced,39,,Own,915.8125092467285
46.0,74492.81280909939,High School,Single,59,,Own,344.3027786107536
66.0,39957.865623662845,Bachelor,Single,48,0.0,Other,611.8275312289338
,54128.31933136745,High School,Divorced,49,,Rent,460.79298453402214
61.0,61158.149367719576,High School,Single,45,0.0,Own,540.1970055006449
33.0,58849.22726832414,Bachelor,Married,41,3.0,Own,531.6434857354302
61.0,86741.8969843715,PhD,Divorced,52,0.0,Other,614.4127867088869
,32355.45114615097,Master,Married,58,,Other,869.3835005618896
27.0,33853.05379200795,High School,Married,48,,Rent,980.4000734014759
47.0,32603.683293468006,High School,Single,41,1.0,Own,731.3142995506316
42.0,45561.22368474673,Master,Married,32,4.0,Other,404.1734066638381
56.0,66490.66082273677,Bachelor,Divorced,28,,Other,565.0746388869153
37.0,34523.98130305234,,Married,43,3.0,Other,652.1204261194885
22.0,66700.40758915908,,Married,34,,Rent,518.6153475329661
,50526.90004891605,Master,Married,55,0.0,Other,544.5850047627471
47.0,33365.049601836145,PhD,Married,32,,Rent,702.9214670539321
66.0,23729.450651482155,PhD,Married,46,,Rent,754.4424342209252
20.0,27086.44259286011,Master,Single,56,,Own,706.0363390806764
62.0,40012.19887649114,High School,Divorced,26,,Own,477.9668659024488
31.0,47462.73236385019,High School,Single,27,0.0,Rent,862.2802009519378
47.0,70190.94465095676,Bachelor,Divorced,56,,Own,944.8722718668439
67.0,61986.32318282359,,Divorced,33,,Own,297.41031313247856
21.0,37415.88121879547,,Divorced,31,,Other,512.5340810918625
35.0,56129.979250582524,High School,Divorced,55,0.0,Own,497.32895856071866
54.0,74773.1940378836,Bachelor,Divorced,59,,Rent,615.9833297083471
42.0,78108.76131545054,Bachelor,Married,36,,Own,70.56748978071556
65.0,45283.90982669605,,Single,59,,Other,872.2174551250262
18.0,64374.326445575025,High School,Single,48,,Rent,609.3583524666318
63.0,70849.33050331735,Bachelor,Married,46,4.0,Own,659.6266794418448
,27393.921152324194,,Divorced,20,3.0,Rent,636.4632760467393
26.0,42313.89369260455,High School,Single,53,,Own,496.6934996080224
32.0,83300.28101634895,Bachelor,Married,23,,Other,739.7309011133149
66.0,45484.45834818644,Master,Married,43,,Own,601.0460038687152
41.0,6065.729529483542,Bachelor,Single,40,,Rent,183.06701292501543
,48185.57284419917,High School,Single,52,,Rent,578.3672729621272
29.0,66869.38248673793,Bachelor,Divorced,26,1.0,Rent,544.4855382880862
54.0,50097.65655201344,High School,Divorced,20,0.0,Own,739.3483373776851
54.0,60730.45920200951,,Single,22,,Own,1140.2826177979405
60.0,64073.329964835975,High School,Divorced,34,,Own,675.5370556799994
23.0,44675.93822851577,Bachelor,Married,50,0.0,Other,1023.9597095578813
56.0,42209.10520378436,,Divorced,35,3.0,Other,462.75471403770547
63.0,52301.61463931407,Bachelor,Divorced,29,0.0,Other,475.5752330341363
41.0,52666.683843948216,Bachelor,Married,48,,Rent,550.7132175886451
28.0,50811.15229770457,High School,Divorced,25,,Rent,685.0384280740183
,51427.347840236966,,Married,48,3.0,Rent,471.8794703886231
51.0,38771.80798068893,High School,Divorced,36,,Rent,277.6307133129497
,61254.30365121422,,Single,41,3.0,Rent,604.6110376959659
24.0,58988.479206694494,Bachelor,Divorced,43,,Own,371.40120584468065
69.0,29959.87450046813,High School,Single,36,,Rent,823.1657999657764
21.0,44162.565243710495,Master,Single,40,,Own,364.38703103709116
25.0,51396.198088091696,,Single,30,,Other,448.0950493480445
37.0,41985.30496585739,Bachelor,Single,26,4.0,Other,691.1584126106703
46.0,59560.579663816905,High School,Single,58,,Other,490.36828757772946
68.0,48996.761923142934,Bachelor,Married,24,3.0,Other,589.5615732843858
62.0,52536.087941827805,Master,Married,40,3.0,Other,591.6657089855256
63.0,43989.3603877539,High School,Married,37,,Rent,532.8738951030374
27.0,20101.71764884078,,Single,54,2.0,Rent,766.1359755069899
60.0,19244.775176563257,High School,Divorced,39,0.0,Rent,376.16725936211276
51.0,58844.14320038041,Master,Married,34,,Other,707.395224139976
43.0,54003.68114734091,High School,Divorced,24,3.0,Other,660.9058237578713
58.0,56579.93309526627,Master,Divorced,32,4.0,Own,319.08510566737334
66.0,52017.0926309437,Bachelor,Single,31,,Rent,441.1157766295654
20.0,53218.51105060272,High School,Single,40,,Other,381.2241542714775
23.0,64535.35060428182,,Single,56,3.0,Other,526.7146638733822
,56669.29058602118,Bachelor,Married,25,,Other,609.6852914430169
22.0,65613.6402545917,PhD,Single,26,,Own,414.3227091786016
64.0,52571.92761839896,High School,Married,45,,Other,793.8257211647906
40.0,45494.27389220343,,Married,27,,Own,811.5565137949743
66.0,52913.04293234369,,Married,28,0.0,Own,846.8839253862407
26.0,37457.331777690546,Bachelor,Married,46,0.0,Rent,56.39096202394069
52.0,44302.29606632137,Bachelor,Single,23,0.0,Other,989.6336468051413
37.0,52663.569629600555,,Married,40,,Own,633.2108741071346
66.0,52464.774978515175,High School,Single,50,,Other,609.4599026613797
59.0,48403.716799955175,PhD,Single,40,,Rent,579.6252352932368
52.0,29177.2293473869,Bachelor,Married,59,,Rent,335.75025987672785
67.0,59546.14319631072,High School,Single,44,,Own,671.9516187404394
35.0,62513.42609899324,Master,Divorced,58,2.0,Rent,922.3888692872604
34.0,74655.35742878358,Bachelor,Single,34,2.0,Rent,630.8047634438851
,56626.63994883097,High School,Single,54,0.0,Rent,376.9806653617206
20.0,50021.927512872244,Bachelor,Married,56,,Other,294.93865968101966
49.0,34804.557355847755,High School,Married,47,,Other,541.1952523517762
52.0,72380.26804041583,Bachelor,Single,33,1.0,Own,451.19463549803254
55.0,53717.49465311035,Master,Married,23,0.0,Own,740.5149587912776
30.0,52900.597607381846,High School,Divorced,39,,Rent,262.22512443799815
64.0,46189.15702731722,High School,Divorced,53,2.0,Rent,693.9302972483812
,45230.45650347707,,Married,31,,Own,582.981567929297
26.0,60324.0010107627,PhD,Single,52,,Rent,573.493674915845
21.0,34678.39066012112,Bachelor,Divorced,43,,Own,614.2167166593058
31.0,74381.4778873817,,Divorced,39,,Other,368.01187351511714
54.0,71112.89686307558,Bachelor,Single,24,4.0,Rent,720.4530524215836
,44689.07679699366,PhD,Married,57,,Rent,383.83656188664224
28.0,37042.031511904366,Master,Divorced,49,1.0,Rent,823.2337638381762
,19771.910174668785,High School,Single,43,2.0,Other,527.3505751056143
20.0,31228.7919127366,Bachelor,Single,59,,Other,766.1618201604647
45.0,60948.67239324311,Bachelor,Divorced,26,2.0,Rent,305.34613684339047
46.0,54730.127883509806,Master,Married,55,,Own,917.7023075462022
26.0,57404.80347959132,Bachelor,Divorced,57,3.0,Other,872.5054739313716
20.0,22316.305470137577,Bachelor,Single,35,0.0,Rent,343.6845081899055
,44062.76569846003,PhD,Divorced,34,3.0,Rent,577.2992781088611
51.0,70509.09209423124,High School,Married,42,2.0,Other,666.9772278242526
29.0,48559.5889202097,High School,Single,31,2.0,Own,676.7735720225318
59.0,30915.57898064022,Bachelor,Married,48,,Rent,532.0893831566044
26.0,48325.96503735648,High School,Divorced,34,0.0,Own,496.83293628316716
32.0,38434.73872452125,High School,Divorced,48,0.0,Own,650.6525891835385
57.0,55005.18589918096,High School,Married,40,,Other,670.5107855167162
42.0,50308.180683315724,,Divorced,34,1.0,Rent,474.51901736349834
22.0,58149.449961234364,Master,Married,33,4.0,Rent,434.9916082219865
28.0,31731.14559852331,Bachelor,Divorced,35,,Own,842.2751443592533
51.0,43269.25147002352,Bachelor,Married,34,3.0,Other,621.5337511409997
,66356.51512098663,,Married,23,,Other,145.65909640011955
32.0,29685.799183467774,,Single,46,,Other,843.5022116704613
55.0,34953.31975940032,Master,Single,42,,Own,480.5713893317425
25.0,52989.45964988096,Bachelor,Married,48,2.0,Own,613.3480645859744
22.0,54300.94758625687,High School,Divorced,28,,Rent,674.9728558268729
65.0,42667.25235885846,High School,Divorced,26,,Other,303.26331154777455
43.0,45823.50676041725,High School,Divorced,23,,Own,542.2394984960553
35.0,57998.38342333463,Bachelor,Married,24,4.0,Other,863.514818466793
23.0,62744.52502639801,Master,Married,24,2.0,Own,817.8718792003456
54.0,33961.67502065361,Master,Married,30,,Rent,541.928150623333
65.0,55464.792809419254,Bachelor,Married,47,,Other,743.1667583528888
30.0,72680.24000008583,Master,Single,35,,Own,769.5049905919423
45.0,48261.61907958301,PhD,Married,49,2.0,Other,759.300288565225
22.0,33802.41269317221,High School,Divorced,23,2.0,Own,370.79491450343994
30.0,33108.62136759175,High School,Single,21,2.0,Own,928.2300540478955
34.0,47588.93838032204,,Divorced,22,3.0,Own,507.2314680688448
67.0,65537.70957301428,High School,Married,40,,Other,621.867368551176
57.0,49388.66225230068,,Single,25,1.0,Own,529.7438395237612
62.0,52838.47969858892,PhD,Married,37,,Rent,645.9522256978697
49.0,35054.87476739294,Bachelor,Single,24,3.0,Other,427.14712120780246
46.0,64746.76449464822,Master,Divorced,28,,Rent,554.9754146947729
68.0,32815.12143251968,Master,Married,39,2.0,Rent,636.5514357371653
,42432.55273592551,Bachelor,Married,47,4.0,Other,844.9297956504342
57.0,59448.72293069441,High School,Single,45,4.0,Own,820.7856958014048
51.0,19408.52752520102,High School,Single,37,,Rent,830.9106037558652
,52609.417245285615,High School,Married,38,,Other,773.7304482524441
44.0,34413.89650412328,Bachelor,Single,22,1.0,Own,969.3350725089988
30.0,50248.2409836367,High School,Married,28,4.0,Other,541.9718194365544
62.0,44719.16588432095,High School,Single,55,4.0,Other,568.4463639420761
50.0,81587.52238022732,High School,Divorced,50,4.0,Other,560.2114112342397
23.0,44103.1821620014,Master,Single,36,4.0,Own,587.7738482004258
,77639.77059325014,PhD,Divorced,42,,Rent,312.755857696951
36.0,58804.28436775062,PhD,Single,53,,Rent,652.9521576534652
33.0,37978.115439054076,Bachelor,Single,24,4.0,Other,699.2110048903573
57.0,54962.163878896354,Master,Married,34,1.0,Other,548.5186439363292
45.0,45433.85380493282,Master,Single,22,,Own,497.06374517084953
50.0,53632.36236111851,Bachelor,Single,38,2.0,Other,604.2861142751534
65.0,39291.635188501,Bachelor,Divorced,47,,Other,341.05864927716453
58.0,75352.66450018936,High School,Single,22,4.0,Other,685.4622173507771
30.0,63880.97136195086,PhD,Married,57,,Rent,623.8623267741581
,50476.72352242386,High School,Divorced,23,,Other,643.4744253388619
,75936.72152104301,,Married,43,,Rent,387.79266535356294
,51114.188661242726,Bachelor,Married,50,1.0,Own,852.3167531043471
59.0,66464.37447291747,High School,Married,30,,Own,634.0418391748549
53.0,50574.508812836364,High School,Married,56,,Rent,417.1525357045739
44.0,55908.313922158675,Bachelor,Divorced,20,,Rent,715.9283297717934
55.0,48778.41828585831,High School,Single,28,1.0,Rent,619.5470772187429
24.0,51429.52030810905,Master,Married,36,4.0,Rent,967.383401255829
22.0,52557.977905819986,Bachelor,Divorced,20,,Other,489.4251083690642
60.0,39954.0225126741,Bachelor,Married,22,3.0,Rent,350.4933123715945
62.0,43983.96999615368,Bachelor,Single,45,3.0,Rent,657.869342188796
68.0,46748.67475270742,Bachelor,Divorced,50,,Rent,802.4451738273285
48.0,53445.66525203445,Bachelor,Divorced,45,4.0,Other,1064.5938084844602
40.0,49541.31470744799,Bachelor,Single,42,,Other,1283.7224358738304
59.0,67595.4880073856,Master,Divorced,49,2.0,Other,289.59030882203336
,62706.774784694615,,Single,29,2.0,Own,572.9524728718557
49.0,47055.08665961941,Master,Divorced,27,,Other,351.15745132852487
60.0,70726.75846177909,High School,Divorced,44,,Rent,550.523242523903
47.0,78095.30935363186,Bachelor,Single,41,4.0,Other,1095.448748457503
56.0,19342.605576168244,PhD,Single,34,,Other,436.0577344175829
48.0,63984.35127599419,High School,Divorced,29,,Rent,595.6097312328336
35.0,39605.23704002751,High School,Divorced,39,,Other,483.8277339879272
53.0,62011.22031984949,Bachelor,Single,42,,Own,399.34084902101233
19.0,68573.56910969649,High School,Single,20,,Other,958.5580004686507
31.0,36845.11108234172,High School,Divorced,21,0.0,Own,292.1485256375321
30.0,22215.093514763594,PhD,Divorced,38,,Own,583.4972523358618
46.0,62531.51132323797,Bachelor,Divorced,33,,Own,617.5926415046329
29.0,52031.03723725417,High School,Single,27,1.0,Rent,593.3900222538791
56.0,24973.418691460578,,Divorced,57,,Other,268.42911582690596
19.0,87943.46758194233,PhD,Married,31,3.0,Own,1107.4423000602483
49.0,59366.29118384828,Bachelor,Single,45,2.0,Own,177.62376367727057
30.0,60051.500601877284,High School,Divorced,46,,Other,687.2903487639315
63.0,70487.26628843072,Master,Single,48,2.0,Rent,696.1998664979247
,41287.64070730247,Master,Married,34,,Rent,788.8775429763602
66.0,51956.81168133015,,Single,20,,Own,433.83122866184135
58.0,30210.171293303556,Master,Divorced,47,,Rent,841.006215130182
34.0,40880.77329072223,Bachelor,Married,22,1.0,Other,830.9960458395783
57.0,55784.90000703857,High School,Married,37,4.0,Rent,426.78224855882684
48.0,25020.729993013218,Bachelor,Divorced,53,,Other,360.4234216177688
51.0,40455.656814828784,High School,Divorced,51,4.0,Own,321.77947346524735
41.0,36080.990600934194,Master,Divorced,48,,Other,645.0810323964406
62.0,52131.383684305176,Bachelor,Single,44,,Own,609.356407877638
52.0,58620.51892498023,,Single,45,1.0,Other,527.7784163836338
65.0,61132.292065646856,Bachelor,Single,58,,Other,1016.263460006511
23.0,64982.24967167226,High School,Divorced,27,,Rent,507.78312692852126
36.0,70581.75269858557,High School,Divorced,38,,Other,637.4999779295401
47.0,59108.68180525109,Bachelor,Single,41,,Own,561.1388877169095
24.0,78310.03848341623,High School,Married,48,,Other,992.6236070322084
27.0,51792.53781897023,Master,Single,52,,Own,202.06653787457145
58.0,47400.18268624178,High School,Married,57,3.0,Own,538.0180069391198
49.0,59109.6104504006,Bachelor,Divorced,54,0.0,Other,722.851097618813
51.0,46753.83237511117,Master,Divorced,22,1.0,Rent,555.5223544344218
45.0,77788.47093162575,Bachelor,Single,38,2.0,Other,339.1334763639121
32.0,66964.75209702818,Bachelor,Single,29,,Other,635.3194067811457
47.0,61254.17216299271,PhD,Divorced,46,,Rent,275.7352921069225
,51971.290160620265,High School,Single,34,,Own,734.0469681183519
46.0,43887.842428777054,High School,Divorced,30,,Other,517.3474162146604
39.0,60519.8750685164,Bachelor,Divorced,45,,Rent,483.70560834044466
21.0,33093.53822229561,High School,Married,43,,Rent,809.2312330446755
37.0,73015.4530016153,PhD,Single,32,0.0,Own,399.3551597796463
49.0,47335.449419219396,High School,Divorced,51,2.0,Rent,291.50668875664934
53.0,54576.600998610935,Master,Single,56,3.0,Own,417.90348211350477
67.0,36355.98385710067,Master,Married,23,,Other,1009.4001313546962
21.0,60844.79394678832,High School,Married,32,,Rent,399.26248350591345
44.0,43193.87580742507,Bachelor,Single,28,4.0,Other,673.1046738752357
34.0,59738.431854576476,High School,Single,53,,Rent,768.6706567829411
29.0,61360.90203466084,Bachelor,Divorced,56,1.0,Rent,412.05001307366
39.0,40285.5182961719,High School,Married,26,,Other,412.30910029456936
34.0,33147.06318629008,PhD,Married,20,3.0,Rent,636.0317269907191
27.0,72978.49874816817,PhD,Married,31,3.0,Other,645.0644434801815
18.0,47115.51448956377,High School,Single,40,,Other,869.5234171604616
39.0,53372.73224068458,High School,Divorced,30,1.0,Own,446.15371511692615
43.0,57281.967869701126,Master,Single,33,,Other,524.5492975795141
35.0,31194.498051526694,High School,Single,53,4.0,Own,1167.6792711328253
67.0,56939.992052298316,Master,Single,53,,Other,241.47495351294424
31.0,51486.89804231956,,Divorced,44,,Rent,200.46237130288114
64.0,40347.03953443413,High School,Single,23,0.0,Other,323.39180487748825
46.0,32651.96022743406,Master,Married,45,2.0,Rent,820.3211015288339
29.0,59088.283219359044,Bachelor,Married,35,,Own,512.343013531447
53.0,66915.6801229232,PhD,Married,29,,Rent,512.2706544810811
52.0,52678.857760892046,PhD,Divorced,21,2.0,Other,406.9554660115815
69.0,28483.019872254696,High School,Single,54,,Rent,783.6836609144127
29.0,34140.00774237905,High School,Divorced,38,,Own,326.4892487497961
24.0,43518.144360139195,PhD,Single,25,1.0,Rent,483.6996094010906
46.0,73469.29611741126,PhD,Married,38,,Rent,414.8715138608688
28.0,46298.74006851687,High School,Single,27,0.0,Other,65.54544035974436
50.0,42971.466158027004,Master,Single,33,3.0,Other,504.3522101949552
23.0,24897.728004858276,Bachelor,Single,29,1.0,Rent,588.1641778379111
64.0,40149.72814834834,High School,Divorced,22,1.0,Own,444.8956301242978
32.0,31505.954690137547,Master,Single,57,,Rent,546.3449949587035
49.0,34952.302536158,High School,Single,48,,Own,551.4747788971769
68.0,51799.260202381134,PhD,Single,34,,Own,573.3948648071553
28.0,43982.536915832345,High School,Divorced,42,,Own,389.1903009366357
40.0,75492.41679007019,Bachelor,Divorced,42,,Rent,377.7020862295193
43.0,66170.05059061215,High School,Divorced,37,0.0,Own,609.3893002098705
51.0,40866.740932844914,Bachelor,Single,38,,Rent,304.78247243934123
63.0,36247.73237389227,Bachelor,Married,47,,Own,557.1749937811506
51.0,70739.62903496288,,Married,45,,Own,278.12943741702975
,74900.63734225224,Bachelor,Married,29,2.0,Rent,592.2353026605086
21.0,17086.276346817016,Bachelor,Single,23,2.0,Other,234.6866524660113
34.0,51392.86435957552,High School,Married,21,,Other,635.963642960296
52.0,46221.82538154909,Master,Married,22,,Rent,763.6980732461595
30.0,59736.802100899054,High School,Married,26,,Rent,440.9365870971275
58.0,79140.02186242255,Bachelor,Single,35,,Other,540.2093444087642
56.0,42739.14471008303,Bachelor,Married,50,,Other,424.46224418283174
32.0,19089.52228004129,Bachelor,Married,29,3.0,Other,507.56366868368093
46.0,58685.11550223896,High School,Single,38,,Rent,466.8907366609958
46.0,70849.46102906304,Bachelor,Divorced,47,,Own,687.1337037282984
,45443.60327720338,Bachelor,Married,36,3.0,Rent,931.6524721217577
69.0,39424.437797905084,Master,Divorced,47,2.0,Other,611.4430900220129
49.0,43441.10891933451,Master,Married,38,2.0,Own,291.6514843403168
19.0,62753.08050696852,Bachelor,Single,56,1.0,Rent,1105.886660440833
64.0,43183.085880725295,High School,Divorced,42,,Other,716.5797223488812
31.0,54931.40450514268,High School,Divorced,39,,Rent,757.2940878127793
37.0,50417.0437360991,High School,Divorced,32,,Own,587.2547699294503
39.0,48869.30581365851,High School,Divorced,32,,Other,646.5458349352107
28.0,60519.38490128349,High School,Married,30,,Rent,531.6348262235256
44.0,42821.30150203709,High School,Married,34,3.0,Own,780.73918178053
20.0,43541.20159726581,High School,Divorced,36,4.0,Own,504.5193343303474
34.0,61964.04274999631,High School,Married,47,,Rent,697.8748841114044
61.0,35196.120137470214,High School,Divorced,38,,Own,793.8807432914122
45.0,36796.69713766509,High School,Divorced,23,3.0,Other,254.75609314661557
46.0,31095.285629846097,High School,Single,41,1.0,Own,806.3885393938225
38.0,62735.163699148296,Bachelor,Divorced,41,0.0,Rent,395.2802443680467
64.0,48421.44547878099,Bachelor,Married,56,,Other,914.5492366605733
33.0,30295.772808814003,High School,Divorced,58,4.0,Own,732.851791568087
,62807.128434636026,Bachelor,Single,53,,Own,661.1186567222682
37.0,41666.867576368466,High School,Married,52,4.0,Other,684.1753515864298
23.0,36924.828817446716,High School,Single,59,2.0,Other,568.3220210979891
36.0,47064.82161684572,High School,Single,52,,Own,506.67562730304616
22.0,72180.85414201838,Bachelor,Divorced,31,3.0,Other,526.2989575687797
20.0,44075.56705255144,Bachelor,Single,21,,Rent,857.6254577079428
18.0,58630.082961733766,High School,Single,47,0.0,Own,616.2103695299796
55.0,60906.20030676431,,Married,29,4.0,Rent,656.3435770257349
32.0,56649.09947009609,Master,Single,41,4.0,Own,612.0283951854391
51.0,69066.07474511393,High School,Divorced,36,,Rent,466.41501392167436
52.0,39393.259930515815,High School,Divorced,45,0.0,Rent,170.63581356663587
66.0,34349.977354244955,Master,Divorced,22,,Other,753.7440228405295
42.0,34055.50015962508,Master,Single,26,,Own,732.5555300294474
41.0,47832.9737705031,Bachelor,Married,27,,Other,597.7088226203431
29.0,35794.30013239206,Bachelor,Divorced,39,1.0,Other,381.9524581739212
35.0,52213.11367797993,,Single,31,,Own,964.1637760680198
32.0,51154.8262958734,,Divorced,54,,Rent,531.769619099643
61.0,65278.59954779061,Bachelor,Divorced,36,3.0,Own,649.6503003205195
33.0,54367.1646235406,High School,Married,47,4.0,Own,459.37033401439305
44.0,43757.72216207828,,Divorced,29,,Own,330.05627273462727
25.0,56162.738066490245,PhD,Married,41,3.0,Other,717.926592093881
63.0,34547.08970153089,PhD,Single,57,,Own,299.83828723499386
42.0,49427.88967963524,High School,Divorced,52,4.0,Own,645.807685606578
34.0,54791.01850393371,Bachelor,Single,41,1.0,Own,646.388643319233
46.0,51939.7639722519,Bachelor,Single,56,,Rent,376.04735906942005
25.0,56225.97642403976,Master,Single,32,,Rent,340.7165961852724
,40339.30976430813,High School,Divorced,46,,Rent,445.91285918857915
44.0,67280.47104214274,High School,Married,34,,Rent,474.4878961324396
63.0,77332.53424093561,High School,Divorced,41,,Other,294.05310436756724
67.0,25959.857827121086,High School,Single,49,,Other,374.9717587056888
69.0,31766.030060686277,High School,Married,59,1.0,Own,615.1810211284973
24.0,50646.245120365784,Master,Single,56,,Other,997.924663957188
20.0,46151.73529170689,Bachelor,Married,53,0.0,Rent,801.5296055171226
